from_utc,to_utc,forecast_gco2_per_kwh,actual_gco2_per_kwh,index_label
2025-09-05 10:30:00+00:00,2025-09-05 11:00:00+00:00,110,111,moderate
2025-09-05 11:00:00+00:00,2025-09-05 11:30:00+00:00,113,109,moderate
2025-09-05 11:30:00+00:00,2025-09-05 12:00:00+00:00,112,108,moderate
2025-09-05 12:00:00+00:00,2025-09-05 12:30:00+00:00,112,102,moderate
2025-09-05 12:30:00+00:00,2025-09-05 13:00:00+00:00,110,97,low
2025-09-05 13:00:00+00:00,2025-09-05 13:30:00+00:00,107,100,moderate
2025-09-05 13:30:00+00:00,2025-09-05 14:00:00+00:00,95,105,moderate
2025-09-05 14:00:00+00:00,2025-09-05 14:30:00+00:00,102,113,moderate
2025-09-05 14:30:00+00:00,2025-09-05 15:00:00+00:00,116,123,moderate
2025-09-05 15:00:00+00:00,2025-09-05 15:30:00+00:00,120,142,moderate
2025-09-05 15:30:00+00:00,2025-09-05 16:00:00+00:00,134,161,moderate
2025-09-05 16:00:00+00:00,2025-09-05 16:30:00+00:00,150,172,moderate
2025-09-05 16:30:00+00:00,2025-09-05 17:00:00+00:00,174,187,high
2025-09-05 17:00:00+00:00,2025-09-05 17:30:00+00:00,187,198,high
2025-09-05 17:30:00+00:00,2025-09-05 18:00:00+00:00,201,203,high
2025-09-05 18:00:00+00:00,2025-09-05 18:30:00+00:00,213,208,high
2025-09-05 18:30:00+00:00,2025-09-05 19:00:00+00:00,215,208,high
2025-09-05 19:00:00+00:00,2025-09-05 19:30:00+00:00,218,201,high
2025-09-05 19:30:00+00:00,2025-09-05 20:00:00+00:00,219,201,high
2025-09-05 20:00:00+00:00,2025-09-05 20:30:00+00:00,215,202,high
2025-09-05 20:30:00+00:00,2025-09-05 21:00:00+00:00,216,205,high
2025-09-05 21:00:00+00:00,2025-09-05 21:30:00+00:00,204,199,high
2025-09-05 21:30:00+00:00,2025-09-05 22:00:00+00:00,198,177,moderate
2025-09-05 22:00:00+00:00,2025-09-05 22:30:00+00:00,197,166,moderate
2025-09-05 22:30:00+00:00,2025-09-05 23:00:00+00:00,184,155,moderate
2025-09-05 23:00:00+00:00,2025-09-05 23:30:00+00:00,182,145,moderate
2025-09-05 23:30:00+00:00,2025-09-06 00:00:00+00:00,170,136,moderate
2025-09-06 00:00:00+00:00,2025-09-06 00:30:00+00:00,141,128,moderate
2025-09-06 00:30:00+00:00,2025-09-06 01:00:00+00:00,140,124,moderate
2025-09-06 01:00:00+00:00,2025-09-06 01:30:00+00:00,123,120,moderate
2025-09-06 01:30:00+00:00,2025-09-06 02:00:00+00:00,121,118,moderate
2025-09-06 02:00:00+00:00,2025-09-06 02:30:00+00:00,119,116,moderate
2025-09-06 02:30:00+00:00,2025-09-06 03:00:00+00:00,118,115,moderate
2025-09-06 03:00:00+00:00,2025-09-06 03:30:00+00:00,120,112,moderate
2025-09-06 03:30:00+00:00,2025-09-06 04:00:00+00:00,118,111,moderate
2025-09-06 04:00:00+00:00,2025-09-06 04:30:00+00:00,117,106,moderate
2025-09-06 04:30:00+00:00,2025-09-06 05:00:00+00:00,105,110,moderate
2025-09-06 05:00:00+00:00,2025-09-06 05:30:00+00:00,107,101,moderate
2025-09-06 05:30:00+00:00,2025-09-06 06:00:00+00:00,109,94,low
2025-09-06 06:00:00+00:00,2025-09-06 06:30:00+00:00,96,91,low
2025-09-06 06:30:00+00:00,2025-09-06 07:00:00+00:00,96,91,low
2025-09-06 07:00:00+00:00,2025-09-06 07:30:00+00:00,89,90,low
2025-09-06 07:30:00+00:00,2025-09-06 08:00:00+00:00,91,84,low
2025-09-06 08:00:00+00:00,2025-09-06 08:30:00+00:00,79,78,low
2025-09-06 08:30:00+00:00,2025-09-06 09:00:00+00:00,72,75,low
2025-09-06 09:00:00+00:00,2025-09-06 09:30:00+00:00,85,73,low
2025-09-06 09:30:00+00:00,2025-09-06 10:00:00+00:00,64,66,low
2025-09-06 10:00:00+00:00,2025-09-06 10:30:00+00:00,71,61,low
2025-09-06 10:30:00+00:00,2025-09-06 11:00:00+00:00,59,71,low
2025-09-06 11:00:00+00:00,2025-09-06 11:30:00+00:00,54,68,low
2025-09-06 11:30:00+00:00,2025-09-06 12:00:00+00:00,57,60,low
2025-09-06 12:00:00+00:00,2025-09-06 12:30:00+00:00,63,57,low
2025-09-06 12:30:00+00:00,2025-09-06 13:00:00+00:00,54,59,low
2025-09-06 13:00:00+00:00,2025-09-06 13:30:00+00:00,50,60,low
2025-09-06 13:30:00+00:00,2025-09-06 14:00:00+00:00,50,67,low
2025-09-06 14:00:00+00:00,2025-09-06 14:30:00+00:00,57,63,low
2025-09-06 14:30:00+00:00,2025-09-06 15:00:00+00:00,55,52,low
2025-09-06 15:00:00+00:00,2025-09-06 15:30:00+00:00,54,49,low
2025-09-06 15:30:00+00:00,2025-09-06 16:00:00+00:00,50,52,low
2025-09-06 16:00:00+00:00,2025-09-06 16:30:00+00:00,49,51,low
2025-09-06 16:30:00+00:00,2025-09-06 17:00:00+00:00,54,55,low
2025-09-06 17:00:00+00:00,2025-09-06 17:30:00+00:00,48,58,low
2025-09-06 17:30:00+00:00,2025-09-06 18:00:00+00:00,48,65,low
2025-09-06 18:00:00+00:00,2025-09-06 18:30:00+00:00,51,63,low
2025-09-06 18:30:00+00:00,2025-09-06 19:00:00+00:00,51,64,low
2025-09-06 19:00:00+00:00,2025-09-06 19:30:00+00:00,48,55,low
2025-09-06 19:30:00+00:00,2025-09-06 20:00:00+00:00,50,51,low
2025-09-06 20:00:00+00:00,2025-09-06 20:30:00+00:00,48,49,low
2025-09-06 20:30:00+00:00,2025-09-06 21:00:00+00:00,48,50,low
2025-09-06 21:00:00+00:00,2025-09-06 21:30:00+00:00,46,55,low
2025-09-06 21:30:00+00:00,2025-09-06 22:00:00+00:00,45,61,low
2025-09-06 22:00:00+00:00,2025-09-06 22:30:00+00:00,49,59,low
2025-09-06 22:30:00+00:00,2025-09-06 23:00:00+00:00,55,64,low
2025-09-06 23:00:00+00:00,2025-09-06 23:30:00+00:00,56,63,low
2025-09-06 23:30:00+00:00,2025-09-07 00:00:00+00:00,55,65,low
2025-09-07 00:00:00+00:00,2025-09-07 00:30:00+00:00,55,76,low
2025-09-07 00:30:00+00:00,2025-09-07 01:00:00+00:00,55,71,low
2025-09-07 01:00:00+00:00,2025-09-07 01:30:00+00:00,64,68,low
2025-09-07 01:30:00+00:00,2025-09-07 02:00:00+00:00,63,67,low
2025-09-07 02:00:00+00:00,2025-09-07 02:30:00+00:00,61,63,low
2025-09-07 02:30:00+00:00,2025-09-07 03:00:00+00:00,60,62,low
2025-09-07 03:00:00+00:00,2025-09-07 03:30:00+00:00,61,64,low
2025-09-07 03:30:00+00:00,2025-09-07 04:00:00+00:00,60,61,low
2025-09-07 04:00:00+00:00,2025-09-07 04:30:00+00:00,61,64,low
2025-09-07 04:30:00+00:00,2025-09-07 05:00:00+00:00,62,68,low
2025-09-07 05:00:00+00:00,2025-09-07 05:30:00+00:00,62,65,low
2025-09-07 05:30:00+00:00,2025-09-07 06:00:00+00:00,63,64,low
2025-09-07 06:00:00+00:00,2025-09-07 06:30:00+00:00,65,69,low
2025-09-07 06:30:00+00:00,2025-09-07 07:00:00+00:00,58,59,low
2025-09-07 07:00:00+00:00,2025-09-07 07:30:00+00:00,59,60,low
2025-09-07 07:30:00+00:00,2025-09-07 08:00:00+00:00,51,67,low
2025-09-07 08:00:00+00:00,2025-09-07 08:30:00+00:00,49,67,low
2025-09-07 08:30:00+00:00,2025-09-07 09:00:00+00:00,60,64,low
2025-09-07 09:00:00+00:00,2025-09-07 09:30:00+00:00,62,63,low
2025-09-07 09:30:00+00:00,2025-09-07 10:00:00+00:00,57,61,low
2025-09-07 10:00:00+00:00,2025-09-07 10:30:00+00:00,62,59,low
2025-09-07 10:30:00+00:00,2025-09-07 11:00:00+00:00,58,58,low
2025-09-07 11:00:00+00:00,2025-09-07 11:30:00+00:00,54,58,low
2025-09-07 11:30:00+00:00,2025-09-07 12:00:00+00:00,56,58,low
2025-09-07 12:00:00+00:00,2025-09-07 12:30:00+00:00,54,58,low
2025-09-07 12:30:00+00:00,2025-09-07 13:00:00+00:00,56,59,low
2025-09-07 13:00:00+00:00,2025-09-07 13:30:00+00:00,57,59,low
2025-09-07 13:30:00+00:00,2025-09-07 14:00:00+00:00,58,64,low
2025-09-07 14:00:00+00:00,2025-09-07 14:30:00+00:00,49,66,low
2025-09-07 14:30:00+00:00,2025-09-07 15:00:00+00:00,54,60,low
2025-09-07 15:00:00+00:00,2025-09-07 15:30:00+00:00,63,63,low
2025-09-07 15:30:00+00:00,2025-09-07 16:00:00+00:00,54,60,low
2025-09-07 16:00:00+00:00,2025-09-07 16:30:00+00:00,57,64,low
2025-09-07 16:30:00+00:00,2025-09-07 17:00:00+00:00,58,70,low
2025-09-07 17:00:00+00:00,2025-09-07 17:30:00+00:00,65,72,low
2025-09-07 17:30:00+00:00,2025-09-07 18:00:00+00:00,73,71,low
2025-09-07 18:00:00+00:00,2025-09-07 18:30:00+00:00,76,76,low
2025-09-07 18:30:00+00:00,2025-09-07 19:00:00+00:00,77,86,low
2025-09-07 19:00:00+00:00,2025-09-07 19:30:00+00:00,84,86,low
2025-09-07 19:30:00+00:00,2025-09-07 20:00:00+00:00,90,82,low
2025-09-07 20:00:00+00:00,2025-09-07 20:30:00+00:00,85,77,low
2025-09-07 20:30:00+00:00,2025-09-07 21:00:00+00:00,81,76,low
2025-09-07 21:00:00+00:00,2025-09-07 21:30:00+00:00,77,71,low
2025-09-07 21:30:00+00:00,2025-09-07 22:00:00+00:00,78,67,low
2025-09-07 22:00:00+00:00,2025-09-07 22:30:00+00:00,72,64,low
2025-09-07 22:30:00+00:00,2025-09-07 23:00:00+00:00,71,63,low
2025-09-07 23:00:00+00:00,2025-09-07 23:30:00+00:00,78,66,low
2025-09-07 23:30:00+00:00,2025-09-08 00:00:00+00:00,83,71,low
2025-09-08 00:00:00+00:00,2025-09-08 00:30:00+00:00,77,74,low
2025-09-08 00:30:00+00:00,2025-09-08 01:00:00+00:00,85,78,low
2025-09-08 01:00:00+00:00,2025-09-08 01:30:00+00:00,83,79,low
2025-09-08 01:30:00+00:00,2025-09-08 02:00:00+00:00,90,82,low
2025-09-08 02:00:00+00:00,2025-09-08 02:30:00+00:00,91,90,low
2025-09-08 02:30:00+00:00,2025-09-08 03:00:00+00:00,102,96,low
2025-09-08 03:00:00+00:00,2025-09-08 03:30:00+00:00,107,105,moderate
2025-09-08 03:30:00+00:00,2025-09-08 04:00:00+00:00,106,110,moderate
2025-09-08 04:00:00+00:00,2025-09-08 04:30:00+00:00,122,119,moderate
2025-09-08 04:30:00+00:00,2025-09-08 05:00:00+00:00,126,129,moderate
2025-09-08 05:00:00+00:00,2025-09-08 05:30:00+00:00,142,145,moderate
2025-09-08 05:30:00+00:00,2025-09-08 06:00:00+00:00,165,159,moderate
2025-09-08 06:00:00+00:00,2025-09-08 06:30:00+00:00,163,160,moderate
2025-09-08 06:30:00+00:00,2025-09-08 07:00:00+00:00,170,156,moderate
2025-09-08 07:00:00+00:00,2025-09-08 07:30:00+00:00,163,147,moderate
2025-09-08 07:30:00+00:00,2025-09-08 08:00:00+00:00,161,137,moderate
2025-09-08 08:00:00+00:00,2025-09-08 08:30:00+00:00,147,125,moderate
2025-09-08 08:30:00+00:00,2025-09-08 09:00:00+00:00,144,109,moderate
2025-09-08 09:00:00+00:00,2025-09-08 09:30:00+00:00,124,98,low
2025-09-08 09:30:00+00:00,2025-09-08 10:00:00+00:00,114,94,low
2025-09-08 10:00:00+00:00,2025-09-08 10:30:00+00:00,94,91,low
2025-09-08 10:30:00+00:00,2025-09-08 11:00:00+00:00,92,89,low
2025-09-08 11:00:00+00:00,2025-09-08 11:30:00+00:00,92,85,low
2025-09-08 11:30:00+00:00,2025-09-08 12:00:00+00:00,91,82,low
2025-09-08 12:00:00+00:00,2025-09-08 12:30:00+00:00,86,80,low
2025-09-08 12:30:00+00:00,2025-09-08 13:00:00+00:00,79,74,low
2025-09-08 13:00:00+00:00,2025-09-08 13:30:00+00:00,87,74,low
2025-09-08 13:30:00+00:00,2025-09-08 14:00:00+00:00,82,94,low
2025-09-08 14:00:00+00:00,2025-09-08 14:30:00+00:00,76,108,moderate
2025-09-08 14:30:00+00:00,2025-09-08 15:00:00+00:00,104,130,moderate
2025-09-08 15:00:00+00:00,2025-09-08 15:30:00+00:00,123,142,moderate
2025-09-08 15:30:00+00:00,2025-09-08 16:00:00+00:00,149,148,moderate
2025-09-08 16:00:00+00:00,2025-09-08 16:30:00+00:00,173,157,moderate
2025-09-08 16:30:00+00:00,2025-09-08 17:00:00+00:00,170,170,moderate
2025-09-08 17:00:00+00:00,2025-09-08 17:30:00+00:00,179,183,high
2025-09-08 17:30:00+00:00,2025-09-08 18:00:00+00:00,187,189,high
2025-09-08 18:00:00+00:00,2025-09-08 18:30:00+00:00,196,191,high
2025-09-08 18:30:00+00:00,2025-09-08 19:00:00+00:00,199,189,high
2025-09-08 19:00:00+00:00,2025-09-08 19:30:00+00:00,195,187,high
2025-09-08 19:30:00+00:00,2025-09-08 20:00:00+00:00,202,184,high
2025-09-08 20:00:00+00:00,2025-09-08 20:30:00+00:00,191,185,high
2025-09-08 20:30:00+00:00,2025-09-08 21:00:00+00:00,188,177,moderate
2025-09-08 21:00:00+00:00,2025-09-08 21:30:00+00:00,177,171,moderate
2025-09-08 21:30:00+00:00,2025-09-08 22:00:00+00:00,167,165,moderate
2025-09-08 22:00:00+00:00,2025-09-08 22:30:00+00:00,165,161,moderate
2025-09-08 22:30:00+00:00,2025-09-08 23:00:00+00:00,169,161,moderate
2025-09-08 23:00:00+00:00,2025-09-08 23:30:00+00:00,163,163,moderate
2025-09-08 23:30:00+00:00,2025-09-09 00:00:00+00:00,166,161,moderate
2025-09-09 00:00:00+00:00,2025-09-09 00:30:00+00:00,172,168,moderate
2025-09-09 00:30:00+00:00,2025-09-09 01:00:00+00:00,176,170,moderate
2025-09-09 01:00:00+00:00,2025-09-09 01:30:00+00:00,176,168,moderate
2025-09-09 01:30:00+00:00,2025-09-09 02:00:00+00:00,177,164,moderate
2025-09-09 02:00:00+00:00,2025-09-09 02:30:00+00:00,175,164,moderate
2025-09-09 02:30:00+00:00,2025-09-09 03:00:00+00:00,170,166,moderate
2025-09-09 03:00:00+00:00,2025-09-09 03:30:00+00:00,170,159,moderate
2025-09-09 03:30:00+00:00,2025-09-09 04:00:00+00:00,175,164,moderate
2025-09-09 04:00:00+00:00,2025-09-09 04:30:00+00:00,168,172,moderate
2025-09-09 04:30:00+00:00,2025-09-09 05:00:00+00:00,172,181,high
2025-09-09 05:00:00+00:00,2025-09-09 05:30:00+00:00,172,187,high
2025-09-09 05:30:00+00:00,2025-09-09 06:00:00+00:00,207,190,high
2025-09-09 06:00:00+00:00,2025-09-09 06:30:00+00:00,208,189,high
2025-09-09 06:30:00+00:00,2025-09-09 07:00:00+00:00,194,179,moderate
2025-09-09 07:00:00+00:00,2025-09-09 07:30:00+00:00,186,165,moderate
2025-09-09 07:30:00+00:00,2025-09-09 08:00:00+00:00,176,151,moderate
2025-09-09 08:00:00+00:00,2025-09-09 08:30:00+00:00,161,142,moderate
2025-09-09 08:30:00+00:00,2025-09-09 09:00:00+00:00,144,129,moderate
2025-09-09 09:00:00+00:00,2025-09-09 09:30:00+00:00,133,119,moderate
2025-09-09 09:30:00+00:00,2025-09-09 10:00:00+00:00,118,117,moderate
2025-09-09 10:00:00+00:00,2025-09-09 10:30:00+00:00,112,115,moderate
2025-09-09 10:30:00+00:00,2025-09-09 11:00:00+00:00,106,114,moderate
2025-09-09 11:00:00+00:00,2025-09-09 11:30:00+00:00,108,111,moderate
2025-09-09 11:30:00+00:00,2025-09-09 12:00:00+00:00,116,95,low
2025-09-09 12:00:00+00:00,2025-09-09 12:30:00+00:00,113,98,low
2025-09-09 12:30:00+00:00,2025-09-09 13:00:00+00:00,96,108,moderate
2025-09-09 13:00:00+00:00,2025-09-09 13:30:00+00:00,99,109,moderate
2025-09-09 13:30:00+00:00,2025-09-09 14:00:00+00:00,96,117,moderate
2025-09-09 14:00:00+00:00,2025-09-09 14:30:00+00:00,100,126,moderate
2025-09-09 14:30:00+00:00,2025-09-09 15:00:00+00:00,133,138,moderate
2025-09-09 15:00:00+00:00,2025-09-09 15:30:00+00:00,134,152,moderate
2025-09-09 15:30:00+00:00,2025-09-09 16:00:00+00:00,162,163,moderate
2025-09-09 16:00:00+00:00,2025-09-09 16:30:00+00:00,172,168,moderate
2025-09-09 16:30:00+00:00,2025-09-09 17:00:00+00:00,177,171,moderate
2025-09-09 17:00:00+00:00,2025-09-09 17:30:00+00:00,169,176,moderate
2025-09-09 17:30:00+00:00,2025-09-09 18:00:00+00:00,174,179,moderate
2025-09-09 18:00:00+00:00,2025-09-09 18:30:00+00:00,172,177,moderate
2025-09-09 18:30:00+00:00,2025-09-09 19:00:00+00:00,189,168,moderate
2025-09-09 19:00:00+00:00,2025-09-09 19:30:00+00:00,181,152,moderate
2025-09-09 19:30:00+00:00,2025-09-09 20:00:00+00:00,165,138,moderate
2025-09-09 20:00:00+00:00,2025-09-09 20:30:00+00:00,153,121,moderate
2025-09-09 20:30:00+00:00,2025-09-09 21:00:00+00:00,136,105,moderate
2025-09-09 21:00:00+00:00,2025-09-09 21:30:00+00:00,128,89,low
2025-09-09 21:30:00+00:00,2025-09-09 22:00:00+00:00,114,65,low
2025-09-09 22:00:00+00:00,2025-09-09 22:30:00+00:00,124,63,low
2025-09-09 22:30:00+00:00,2025-09-09 23:00:00+00:00,83,65,low
2025-09-09 23:00:00+00:00,2025-09-09 23:30:00+00:00,67,62,low
2025-09-09 23:30:00+00:00,2025-09-10 00:00:00+00:00,68,62,low
2025-09-10 00:00:00+00:00,2025-09-10 00:30:00+00:00,61,60,low
2025-09-10 00:30:00+00:00,2025-09-10 01:00:00+00:00,61,60,low
2025-09-10 01:00:00+00:00,2025-09-10 01:30:00+00:00,60,61,low
2025-09-10 01:30:00+00:00,2025-09-10 02:00:00+00:00,64,64,low
2025-09-10 02:00:00+00:00,2025-09-10 02:30:00+00:00,64,62,low
2025-09-10 02:30:00+00:00,2025-09-10 03:00:00+00:00,64,61,low
2025-09-10 03:00:00+00:00,2025-09-10 03:30:00+00:00,63,60,low
2025-09-10 03:30:00+00:00,2025-09-10 04:00:00+00:00,63,59,low
2025-09-10 04:00:00+00:00,2025-09-10 04:30:00+00:00,63,60,low
2025-09-10 04:30:00+00:00,2025-09-10 05:00:00+00:00,62,66,low
2025-09-10 05:00:00+00:00,2025-09-10 05:30:00+00:00,62,74,low
2025-09-10 05:30:00+00:00,2025-09-10 06:00:00+00:00,68,85,low
2025-09-10 06:00:00+00:00,2025-09-10 06:30:00+00:00,72,90,low
2025-09-10 06:30:00+00:00,2025-09-10 07:00:00+00:00,78,81,low
2025-09-10 07:00:00+00:00,2025-09-10 07:30:00+00:00,83,76,low
2025-09-10 07:30:00+00:00,2025-09-10 08:00:00+00:00,73,65,low
2025-09-10 08:00:00+00:00,2025-09-10 08:30:00+00:00,66,55,low
2025-09-10 08:30:00+00:00,2025-09-10 09:00:00+00:00,60,50,low
2025-09-10 09:00:00+00:00,2025-09-10 09:30:00+00:00,51,47,low
2025-09-10 09:30:00+00:00,2025-09-10 10:00:00+00:00,44,47,low
2025-09-10 10:00:00+00:00,2025-09-10 10:30:00+00:00,42,45,low
2025-09-10 10:30:00+00:00,2025-09-10 11:00:00+00:00,42,45,low
2025-09-10 11:00:00+00:00,2025-09-10 11:30:00+00:00,42,43,low
2025-09-10 11:30:00+00:00,2025-09-10 12:00:00+00:00,41,43,low
2025-09-10 12:00:00+00:00,2025-09-10 12:30:00+00:00,39,44,low
2025-09-10 12:30:00+00:00,2025-09-10 13:00:00+00:00,40,44,low
2025-09-10 13:00:00+00:00,2025-09-10 13:30:00+00:00,38,46,low
2025-09-10 13:30:00+00:00,2025-09-10 14:00:00+00:00,39,48,low
2025-09-10 14:00:00+00:00,2025-09-10 14:30:00+00:00,44,52,low
2025-09-10 14:30:00+00:00,2025-09-10 15:00:00+00:00,47,60,low
2025-09-10 15:00:00+00:00,2025-09-10 15:30:00+00:00,52,67,low
2025-09-10 15:30:00+00:00,2025-09-10 16:00:00+00:00,57,68,low
2025-09-10 16:00:00+00:00,2025-09-10 16:30:00+00:00,62,76,low
2025-09-10 16:30:00+00:00,2025-09-10 17:00:00+00:00,66,83,low
2025-09-10 17:00:00+00:00,2025-09-10 17:30:00+00:00,75,84,low
2025-09-10 17:30:00+00:00,2025-09-10 18:00:00+00:00,82,87,low
2025-09-10 18:00:00+00:00,2025-09-10 18:30:00+00:00,83,90,low
2025-09-10 18:30:00+00:00,2025-09-10 19:00:00+00:00,83,87,low
2025-09-10 19:00:00+00:00,2025-09-10 19:30:00+00:00,87,81,low
2025-09-10 19:30:00+00:00,2025-09-10 20:00:00+00:00,85,70,low
2025-09-10 20:00:00+00:00,2025-09-10 20:30:00+00:00,79,61,low
2025-09-10 20:30:00+00:00,2025-09-10 21:00:00+00:00,68,61,low
2025-09-10 21:00:00+00:00,2025-09-10 21:30:00+00:00,62,55,low
2025-09-10 21:30:00+00:00,2025-09-10 22:00:00+00:00,59,61,low
2025-09-10 22:00:00+00:00,2025-09-10 22:30:00+00:00,54,56,low
2025-09-10 22:30:00+00:00,2025-09-10 23:00:00+00:00,56,56,low
2025-09-10 23:00:00+00:00,2025-09-10 23:30:00+00:00,57,54,low
2025-09-10 23:30:00+00:00,2025-09-11 00:00:00+00:00,57,53,low
2025-09-11 00:00:00+00:00,2025-09-11 00:30:00+00:00,53,52,low
2025-09-11 00:30:00+00:00,2025-09-11 01:00:00+00:00,56,51,low
2025-09-11 01:00:00+00:00,2025-09-11 01:30:00+00:00,54,51,low
2025-09-11 01:30:00+00:00,2025-09-11 02:00:00+00:00,51,52,low
2025-09-11 02:00:00+00:00,2025-09-11 02:30:00+00:00,49,51,low
2025-09-11 02:30:00+00:00,2025-09-11 03:00:00+00:00,51,55,low
2025-09-11 03:00:00+00:00,2025-09-11 03:30:00+00:00,50,53,low
2025-09-11 03:30:00+00:00,2025-09-11 04:00:00+00:00,52,52,low
2025-09-11 04:00:00+00:00,2025-09-11 04:30:00+00:00,53,56,low
2025-09-11 04:30:00+00:00,2025-09-11 05:00:00+00:00,52,63,low
2025-09-11 05:00:00+00:00,2025-09-11 05:30:00+00:00,51,67,low
2025-09-11 05:30:00+00:00,2025-09-11 06:00:00+00:00,60,71,low
2025-09-11 06:00:00+00:00,2025-09-11 06:30:00+00:00,63,73,low
2025-09-11 06:30:00+00:00,2025-09-11 07:00:00+00:00,61,63,low
2025-09-11 07:00:00+00:00,2025-09-11 07:30:00+00:00,57,54,low
2025-09-11 07:30:00+00:00,2025-09-11 08:00:00+00:00,53,46,low
2025-09-11 08:00:00+00:00,2025-09-11 08:30:00+00:00,47,40,low
2025-09-11 08:30:00+00:00,2025-09-11 09:00:00+00:00,39,48,low
2025-09-11 09:00:00+00:00,2025-09-11 09:30:00+00:00,36,46,low
2025-09-11 09:30:00+00:00,2025-09-11 10:00:00+00:00,34,39,low
2025-09-11 10:00:00+00:00,2025-09-11 10:30:00+00:00,36,38,low
2025-09-11 10:30:00+00:00,2025-09-11 11:00:00+00:00,34,39,low
2025-09-11 11:00:00+00:00,2025-09-11 11:30:00+00:00,33,39,low
2025-09-11 11:30:00+00:00,2025-09-11 12:00:00+00:00,33,38,low
2025-09-11 12:00:00+00:00,2025-09-11 12:30:00+00:00,32,38,low
2025-09-11 12:30:00+00:00,2025-09-11 13:00:00+00:00,32,37,low
2025-09-11 13:00:00+00:00,2025-09-11 13:30:00+00:00,32,38,low
2025-09-11 13:30:00+00:00,2025-09-11 14:00:00+00:00,32,41,low
2025-09-11 14:00:00+00:00,2025-09-11 14:30:00+00:00,36,42,low
2025-09-11 14:30:00+00:00,2025-09-11 15:00:00+00:00,41,50,low
2025-09-11 15:00:00+00:00,2025-09-11 15:30:00+00:00,40,60,low
2025-09-11 15:30:00+00:00,2025-09-11 16:00:00+00:00,48,69,low
2025-09-11 16:00:00+00:00,2025-09-11 16:30:00+00:00,61,69,low
2025-09-11 16:30:00+00:00,2025-09-11 17:00:00+00:00,72,81,low
2025-09-11 17:00:00+00:00,2025-09-11 17:30:00+00:00,70,89,low
2025-09-11 17:30:00+00:00,2025-09-11 18:00:00+00:00,79,91,low
2025-09-11 18:00:00+00:00,2025-09-11 18:30:00+00:00,96,87,low
2025-09-11 18:30:00+00:00,2025-09-11 19:00:00+00:00,87,80,low
2025-09-11 19:00:00+00:00,2025-09-11 19:30:00+00:00,88,75,low
2025-09-11 19:30:00+00:00,2025-09-11 20:00:00+00:00,79,73,low
2025-09-11 20:00:00+00:00,2025-09-11 20:30:00+00:00,66,61,low
2025-09-11 20:30:00+00:00,2025-09-11 21:00:00+00:00,65,59,low
2025-09-11 21:00:00+00:00,2025-09-11 21:30:00+00:00,58,51,low
2025-09-11 21:30:00+00:00,2025-09-11 22:00:00+00:00,54,50,low
2025-09-11 22:00:00+00:00,2025-09-11 22:30:00+00:00,49,49,low
2025-09-11 22:30:00+00:00,2025-09-11 23:00:00+00:00,49,52,low
2025-09-11 23:00:00+00:00,2025-09-11 23:30:00+00:00,49,51,low
2025-09-11 23:30:00+00:00,2025-09-12 00:00:00+00:00,50,54,low
2025-09-12 00:00:00+00:00,2025-09-12 00:30:00+00:00,50,52,low
2025-09-12 00:30:00+00:00,2025-09-12 01:00:00+00:00,48,52,low
2025-09-12 01:00:00+00:00,2025-09-12 01:30:00+00:00,47,50,low
2025-09-12 01:30:00+00:00,2025-09-12 02:00:00+00:00,50,53,low
2025-09-12 02:00:00+00:00,2025-09-12 02:30:00+00:00,50,53,low
2025-09-12 02:30:00+00:00,2025-09-12 03:00:00+00:00,50,54,low
2025-09-12 03:00:00+00:00,2025-09-12 03:30:00+00:00,51,54,low
2025-09-12 03:30:00+00:00,2025-09-12 04:00:00+00:00,52,52,low
2025-09-12 04:00:00+00:00,2025-09-12 04:30:00+00:00,50,53,low
2025-09-12 04:30:00+00:00,2025-09-12 05:00:00+00:00,51,58,low
2025-09-12 05:00:00+00:00,2025-09-12 05:30:00+00:00,53,72,low
2025-09-12 05:30:00+00:00,2025-09-12 06:00:00+00:00,57,79,low
2025-09-12 06:00:00+00:00,2025-09-12 06:30:00+00:00,68,81,low
2025-09-12 06:30:00+00:00,2025-09-12 07:00:00+00:00,74,70,low
2025-09-12 07:00:00+00:00,2025-09-12 07:30:00+00:00,72,59,low
2025-09-12 07:30:00+00:00,2025-09-12 08:00:00+00:00,61,55,low
2025-09-12 08:00:00+00:00,2025-09-12 08:30:00+00:00,53,46,low
2025-09-12 08:30:00+00:00,2025-09-12 09:00:00+00:00,50,45,low
2025-09-12 09:00:00+00:00,2025-09-12 09:30:00+00:00,41,42,low
2025-09-12 09:30:00+00:00,2025-09-12 10:00:00+00:00,37,45,low
2025-09-12 10:00:00+00:00,2025-09-12 10:30:00+00:00,37,43,low
2025-09-12 10:30:00+00:00,2025-09-12 11:00:00+00:00,39,39,low
2025-09-12 11:00:00+00:00,2025-09-12 11:30:00+00:00,40,35,low
2025-09-12 11:30:00+00:00,2025-09-12 12:00:00+00:00,34,35,low
2025-09-12 12:00:00+00:00,2025-09-12 12:30:00+00:00,32,34,low
2025-09-12 12:30:00+00:00,2025-09-12 13:00:00+00:00,30,34,low
2025-09-12 13:00:00+00:00,2025-09-12 13:30:00+00:00,31,35,low
2025-09-12 13:30:00+00:00,2025-09-12 14:00:00+00:00,31,39,low
2025-09-12 14:00:00+00:00,2025-09-12 14:30:00+00:00,30,43,low
